deal_id,rep_id,deal_date,customer_segment,territory,deal_size_usd,discount_pct,final_deal_value,cycle_days,deal_status,loss_reason
DEAL00905,REP024,2024-02-20,SMB,North America,24984,25,18738.0,31,Lost,Competitor
DEAL00906,REP024,2024-04-27,SMB,North America,10748,25,8061.0,47,Lost,Competitor
DEAL00907,REP024,2025-11-13,SMB,North America,17684,5,16799.8,17,Won,
DEAL00908,REP025,2025-11-26,SMB,EMEA,7233,10,6509.7,24,Won,
DEAL00909,REP025,2024-04-11,SMB,EMEA,19364,10,17427.6,44,Won,
DEAL00910,REP025,2025-11-06,SMB,EMEA,22950,0,22950.0,28,Won,
DEAL00911,REP025,2024-09-17,SMB,EMEA,7339,10,6605.1,26,Lost,Competitor
DEAL00912,REP025,2025-10-18,SMB,EMEA,22391,20,17912.8,18,Won,
DEAL00913,REP025,2024-06-20,SMB,EMEA,10518,10,9466.2,33,Won,
DEAL00914,REP025,2025-09-12,SMB,EMEA,12595,10,11335.5,25,Won,
DEAL00915,REP025,2025-07-09,SMB,EMEA,14983,25,11237.25,36,Won,
DEAL00916,REP025,2024-03-14,SMB,EMEA,10691,20,8552.8,20,Won,
DEAL00917,REP025,2024-06-27,SMB,EMEA,11030,20,8824.0,31,Won,
DEAL00918,REP025,2024-01-30,SMB,EMEA,13977,5,13278.15,29,Won,
DEAL00919,REP025,2024-04-22,SMB,EMEA,12259,15,10420.15,20,Won,
DEAL00920,REP025,2025-05-17,SMB,EMEA,6501,25,4875.75,24,Lost,Missing Feature
DEAL00921,REP025,2025-09-18,SMB,EMEA,22945,10,20650.5,27,Won,
DEAL00922,REP025,2024-01-31,SMB,EMEA,16796,20,13436.8,39,Lost,Timing
DEAL00923,REP025,2025-11-03,SMB,EMEA,22504,10,20253.6,29,Won,
DEAL00924,REP025,2025-05-12,SMB,EMEA,16297,5,15482.15,34,Won,
DEAL00925,REP025,2025-12-29,SMB,EMEA,7413,0,7413.0,28,Lost,Budget Cut
DEAL00926,REP025,2024-03-28,SMB,EMEA,19785,0,19785.0,27,Won,
DEAL00927,REP025,2025-04-02,SMB,EMEA,21368,5,20299.6,29,Won,
DEAL00928,REP025,2025-11-20,SMB,EMEA,11387,5,10817.65,46,Lost,Competitor
DEAL00929,REP025,2025-06-10,SMB,EMEA,20380,10,18342.0,32,Won,
DEAL00930,REP025,2025-08-24,SMB,EMEA,14848,10,13363.2,39,Lost,Missing Feature
DEAL00931,REP025,2025-10-10,SMB,EMEA,19411,5,18440.45,29,Lost,Price
DEAL00932,REP025,2025-07-03,SMB,EMEA,24050,10,21645.0,40,Lost,Poor Fit
DEAL00933,REP025,2024-01-23,SMB,EMEA,11205,0,11205.0,28,Won,
DEAL00934,REP025,2024-01-24,SMB,EMEA,16059,20,12847.2,29,Won,
DEAL00935,REP025,2024-06-26,SMB,EMEA,23075,10,20767.5,22,Won,
DEAL00936,REP025,2025-01-15,SMB,EMEA,22351,15,18998.35,17,Lost,Timing
DEAL00937,REP025,2024-04-11,SMB,EMEA,24352,0,24352.0,36,Won,
DEAL00938,REP025,2024-03-10,SMB,EMEA,7787,0,7787.0,45,Lost,Poor Fit
DEAL00939,REP025,2025-11-19,SMB,EMEA,12607,10,11346.3,26,Lost,Competitor
DEAL00940,REP025,2025-09-14,SMB,EMEA,12654,20,10123.2,16,Lost,Price
DEAL00941,REP025,2024-08-07,SMB,EMEA,10615,10,9553.5,23,Won,
DEAL00942,REP025,2024-05-10,SMB,EMEA,8331,20,6664.8,34,Won,
DEAL00943,REP025,2024-01-20,SMB,EMEA,9818,0,9818.0,40,Won,
DEAL00944,REP025,2025-03-16,SMB,EMEA,14409,5,13688.55,28,Won,
DEAL00945,REP025,2025-12-14,SMB,EMEA,9770,10,8793.0,29,Won,
DEAL00946,REP025,2024-04-25,SMB,EMEA,18890,0,18890.0,32,Lost,Price
DEAL00947,REP025,2024-04-21,SMB,EMEA,13469,5,12795.55,34,Lost,Poor Fit
DEAL00948,REP025,2024-10-03,SMB,EMEA,24691,15,20987.35,26,Won,
DEAL00949,REP025,2024-03-26,SMB,EMEA,9838,20,7870.4,30,Won,
DEAL00950,REP025,2024-10-02,SMB,EMEA,7669,0,7669.0,33,Won,
DEAL00951,REP025,2024-03-22,SMB,EMEA,19891,5,18896.45,24,Won,
DEAL00952,REP025,2024-09-12,SMB,EMEA,21512,0,21512.0,23,Won,
DEAL00953,REP025,2025-03-30,SMB,EMEA,20198,15,17168.3,48,Lost,No Decision
DEAL00954,REP025,2024-09-21,SMB,EMEA,23518,5,22342.1,22,Lost,Timing
DEAL00955,REP025,2024-05-08,SMB,EMEA,15686,5,14901.7,33,Won,
DEAL00956,REP025,2025-07-26,SMB,EMEA,18337,30,12835.9,30,Won,
DEAL00957,REP025,2025-02-09,SMB,EMEA,22333,0,22333.0,15,Won,
DEAL00958,REP025,2024-07-09,SMB,EMEA,11932,10,10738.8,35,Won,
DEAL00959,REP025,2025-04-18,SMB,EMEA,11376,5,10807.2,28,Won,
DEAL00960,REP025,2025-02-08,SMB,EMEA,16164,20,12931.2,31,Won,
DEAL00961,REP025,2025-03-19,SMB,EMEA,14047,0,14047.0,38,Won,
DEAL00962,REP025,2025-12-16,SMB,EMEA,23054,20,18443.2,20,Won,
DEAL00963,REP025,2025-02-02,SMB,EMEA,22661,0,22661.0,25,Won,
DEAL00964,REP025,2025-02-10,SMB,EMEA,24323,5,23106.85,39,Won,
DEAL00965,REP025,2025-08-25,SMB,EMEA,11348,0,11348.0,25,Won,
DEAL00966,REP025,2025-08-18,SMB,EMEA,16969,15,14423.65,11,Won,
DEAL00967,REP025,2025-11-12,SMB,EMEA,5543,5,5265.85,24,Lost,Price
DEAL00968,REP025,2024-09-25,SMB,EMEA,23569,0,23569.0,27,Won,
DEAL00969,REP025,2025-11-10,SMB,EMEA,18961,20,15168.8,34,Lost,Missing Feature
DEAL00970,REP025,2024-08-18,SMB,EMEA,5558,20,4446.4,22,Won,
DEAL00971,REP025,2024-05-19,SMB,EMEA,15006,10,13505.4,20,Won,
DEAL00972,REP025,2025-08-03,SMB,EMEA,17417,25,13062.75,34,Lost,Budget Cut
DEAL00973,REP025,2025-01-18,SMB,EMEA,12148,5,11540.6,14,Won,
DEAL00974,REP025,2025-10-28,SMB,EMEA,11653,10,10487.7,7,Won,
DEAL00975,REP025,2024-09-06,SMB,EMEA,21895,0,21895.0,38,Won,
DEAL00976,REP025,2024-06-20,SMB,EMEA,16075,5,15271.25,37,Won,
DEAL00977,REP025,2025-05-12,SMB,EMEA,11537,10,10383.3,14,Won,
DEAL00978,REP025,2024-04-21,SMB,EMEA,21824,15,18550.4,31,Won,
DEAL00979,REP025,2024-09-01,SMB,EMEA,6586,10,5927.4,42,Lost,No Decision
DEAL00980,REP025,2024-04-24,SMB,EMEA,14868,0,14868.0,48,Lost,Timing
DEAL00981,REP025,2024-05-12,SMB,EMEA,6845,0,6845.0,34,Won,
DEAL00982,REP025,2025-08-07,SMB,EMEA,9629,0,9629.0,30,Won,
DEAL00983,REP025,2025-05-31,SMB,EMEA,20228,10,18205.2,24,Lost,Price
DEAL00984,REP026,2024-08-13,Enterprise,EMEA,142510,10,128259.0,112,Won,
DEAL00985,REP026,2025-01-15,Enterprise,EMEA,401776,20,321420.8,120,Lost,No Decision
DEAL00986,REP026,2025-01-08,Enterprise,EMEA,236243,20,188994.4,167,Lost,Price
DEAL00987,REP026,2024-03-29,Enterprise,EMEA,371898,0,371898.0,119,Lost,Poor Fit
DEAL00988,REP026,2025-06-01,Enterprise,EMEA,264818,5,251577.1,90,Lost,Competitor
DEAL00989,REP026,2024-05-17,Enterprise,EMEA,285353,10,256817.7,66,Lost,Price
DEAL00990,REP026,2025-01-30,Enterprise,EMEA,186569,20,149255.2,92,Won,
DEAL00991,REP026,2025-06-25,Enterprise,EMEA,269268,0,269268.0,137,Won,
DEAL00992,REP026,2025-08-10,Enterprise,EMEA,234556,0,234556.0,127,Lost,Price
DEAL00993,REP026,2024-01-17,Enterprise,EMEA,483021,10,434718.9,92,Won,
DEAL00994,REP026,2025-08-15,Enterprise,EMEA,247215,5,234854.25,51,Won,
DEAL00995,REP026,2024-11-23,Enterprise,EMEA,192551,0,192551.0,116,Lost,Competitor
DEAL00996,REP026,2024-01-31,Enterprise,EMEA,474968,10,427471.2,103,Won,
DEAL00997,REP026,2024-09-22,Enterprise,EMEA,141770,0,141770.0,102,Lost,Missing Feature
DEAL00998,REP026,2025-01-21,Enterprise,EMEA,219870,5,208876.5,85,Won,
DEAL00999,REP026,2025-09-27,Enterprise,EMEA,111171,0,111171.0,134,Won,
DEAL01000,REP026,2025-12-24,Enterprise,EMEA,235513,10,211961.7,139,Won,
DEAL01001,REP026,2024-10-30,Enterprise,EMEA,317223,5,301361.85,177,Won,
DEAL01002,REP026,2025-01-18,Enterprise,EMEA,443810,10,399429.0,134,Lost,Price
DEAL01003,REP026,2024-11-06,Enterprise,EMEA,446055,0,446055.0,121,Lost,Competitor
DEAL01004,REP026,2024-04-22,Enterprise,EMEA,325877,10,293289.3,87,Lost,Poor Fit
DEAL01005,REP026,2024-08-08,Enterprise,EMEA,162979,0,162979.0,105,Lost,No Decision
DEAL01006,REP026,2024-11-13,Enterprise,EMEA,307936,5,292539.2,52,Won,
DEAL01007,REP026,2024-09-03,Enterprise,EMEA,174888,0,174888.0,152,Won,
DEAL01008,REP026,2024-03-29,Enterprise,EMEA,342634,5,325502.3,160,Lost,Competitor
DEAL01009,REP026,2024-03-07,Enterprise,EMEA,218181,5,207271.95,156,Won,
DEAL01010,REP026,2024-07-17,Enterprise,EMEA,374732,0,374732.0,136,Lost,Price
DEAL01011,REP026,2024-03-17,Enterprise,EMEA,490265,15,416725.25,61,Lost,Competitor
DEAL01012,REP026,2024-06-16,Enterprise,EMEA,251781,10,226602.9,76,Won,
DEAL01013,REP026,2024-12-25,Enterprise,EMEA,159321,5,151354.95,69,Won,
DEAL01014,REP026,2024-03-06,Enterprise,EMEA,383805,20,307044.0,126,Won,
DEAL01015,REP026,2024-12-02,Enterprise,EMEA,427987,5,406587.65,82,Won,
DEAL01016,REP026,2024-01-02,Enterprise,EMEA,477371,20,381896.8,88,Won,
DEAL01017,REP026,2025-01-02,Enterprise,EMEA,439708,0,439708.0,162,Lost,Timing
DEAL01018,REP026,2024-09-30,Enterprise,EMEA,464904,15,395168.4,117,Lost,Price
DEAL01019,REP026,2024-07-16,Enterprise,EMEA,430433,5,408911.35,102,Lost,Timing
DEAL01020,REP026,2024-05-20,Enterprise,EMEA,159834,10,143850.6,178,Lost,Price
DEAL01021,REP026,2025-03-25,Enterprise,EMEA,498580,20,398864.0,79,Won,
DEAL01022,REP026,2025-08-10,Enterprise,EMEA,193676,5,183992.2,94,Won,
DEAL01023,REP026,2024-10-21,Enterprise,EMEA,274823,10,247340.7,147,Lost,Competitor
DEAL01024,REP027,2024-02-08,SMB,LATAM,14552,25,10914.0,16,Lost,Competitor
DEAL01025,REP027,2024-06-12,SMB,LATAM,22689,25,17016.75,22,Won,
DEAL01026,REP027,2025-11-11,SMB,LATAM,14177,0,14177.0,29,Lost,Missing Feature
DEAL01027,REP027,2024-02-28,SMB,LATAM,24521,0,24521.0,40,Lost,Timing
DEAL01028,REP027,2025-10-11,SMB,LATAM,12608,25,9456.0,24,Won,
DEAL01029,REP027,2025-10-09,SMB,LATAM,17876,15,15194.6,29,Lost,Competitor
DEAL01030,REP027,2025-12-02,SMB,LATAM,8485,10,7636.5,32,Lost,Competitor
DEAL01031,REP027,2025-05-19,SMB,LATAM,8354,10,7518.6,27,Lost,Price
DEAL01032,REP027,2024-02-13,SMB,LATAM,24865,20,19892.0,37,Lost,No Decision
DEAL01033,REP027,2024-07-25,SMB,LATAM,21543,5,20465.85,33,Won,
DEAL01034,REP027,2025-06-30,SMB,LATAM,18042,5,17139.9,46,Won,
DEAL01035,REP027,2024-05-28,SMB,LATAM,8405,0,8405.0,40,Lost,No Decision
DEAL01036,REP027,2024-06-22,SMB,LATAM,23011,5,21860.45,30,Lost,Budget Cut
DEAL01037,REP027,2024-04-26,SMB,LATAM,20424,20,16339.2,23,Won,
DEAL01038,REP027,2025-08-29,SMB,LATAM,6607,10,5946.3,46,Won,
DEAL01039,REP027,2024-06-24,SMB,LATAM,21450,0,21450.0,23,Won,
DEAL01040,REP027,2024-03-11,SMB,LATAM,18640,10,16776.0,21,Lost,Poor Fit
DEAL01041,REP027,2025-08-23,SMB,LATAM,5771,5,5482.45,20,Lost,Timing
DEAL01042,REP027,2024-11-19,SMB,LATAM,23426,10,21083.4,37,Lost,No Decision
DEAL01043,REP027,2024-10-09,SMB,LATAM,17541,0,17541.0,33,Lost,Competitor
DEAL01044,REP027,2024-08-04,SMB,LATAM,21083,20,16866.4,26,Lost,No Decision
DEAL01045,REP028,2025-09-05,SMB,LATAM,10577,20,8461.6,23,Lost,Poor Fit
DEAL01046,REP028,2025-01-14,SMB,LATAM,7623,30,5336.1,33,Won,
DEAL01047,REP028,2024-03-29,SMB,LATAM,16800,0,16800.0,26,Won,
DEAL01048,REP028,2024-04-20,SMB,LATAM,23538,0,23538.0,13,Won,
DEAL01049,REP028,2024-04-30,SMB,LATAM,13697,10,12327.3,36,Won,
DEAL01050,REP028,2025-08-21,SMB,LATAM,6071,5,5767.45,32,Lost,Missing Feature
DEAL01051,REP028,2024-03-19,SMB,LATAM,13273,10,11945.7,32,Lost,Price
DEAL01052,REP028,2025-12-14,SMB,LATAM,14371,5,13652.45,20,Won,
DEAL01053,REP028,2024-04-26,SMB,LATAM,16093,5,15288.35,16,Lost,Competitor
DEAL01054,REP028,2024-06-14,SMB,LATAM,5659,0,5659.0,26,Lost,Price
DEAL01055,REP028,2025-08-09,SMB,LATAM,22970,30,16079.0,22,Lost,Poor Fit
DEAL01056,REP028,2025-11-22,SMB,LATAM,17645,0,17645.0,31,Won,
DEAL01057,REP028,2024-03-18,SMB,LATAM,17769,5,16880.55,23,Won,
DEAL01058,REP028,2024-07-11,SMB,LATAM,16037,10,14433.3,23,Lost,Competitor
DEAL01059,REP028,2024-04-02,SMB,LATAM,5131,5,4874.45,28,Won,
DEAL01060,REP028,2025-02-20,SMB,LATAM,11846,5,11253.7,17,Won,
DEAL01061,REP028,2024-10-17,SMB,LATAM,13641,5,12958.95,38,Won,
DEAL01062,REP028,2025-01-30,SMB,LATAM,13444,5,12771.8,31,Lost,Budget Cut
DEAL01063,REP028,2025-09-03,SMB,LATAM,15362,0,15362.0,29,Lost,No Decision
DEAL01064,REP028,2024-11-27,SMB,LATAM,11895,0,11895.0,7,Lost,Price
DEAL01065,REP028,2025-03-07,SMB,LATAM,5862,0,5862.0,45,Lost,No Decision
DEAL01066,REP028,2025-10-30,SMB,LATAM,22546,5,21418.7,35,Won,
DEAL01067,REP028,2024-07-30,SMB,LATAM,8086,5,7681.7,37,Lost,Poor Fit
DEAL01068,REP028,2025-04-16,SMB,LATAM,20437,0,20437.0,42,Won,
DEAL01069,REP028,2025-08-07,SMB,LATAM,18487,5,17562.65,23,Lost,No Decision
DEAL01070,REP028,2025-06-02,SMB,LATAM,6002,10,5401.8,43,Won,
DEAL01071,REP028,2025-04-26,SMB,LATAM,12354,15,10500.9,31,Won,
DEAL01072,REP028,2025-01-25,SMB,LATAM,18510,15,15733.5,28,Lost,Missing Feature
DEAL01073,REP028,2025-07-11,SMB,LATAM,11229,20,8983.2,25,Won,
DEAL01074,REP028,2024-03-21,SMB,LATAM,14345,5,13627.75,31,Lost,Timing
DEAL01075,REP028,2025-07-15,SMB,LATAM,13836,0,13836.0,32,Won,
DEAL01076,REP028,2025-04-07,SMB,LATAM,16417,15,13954.45,30,Lost,Price
DEAL01077,REP028,2024-04-15,SMB,LATAM,7381,5,7011.95,25,Lost,No Decision
DEAL01078,REP028,2025-12-09,SMB,LATAM,18107,10,16296.3,39,Lost,Competitor
DEAL01079,REP028,2025-04-07,SMB,LATAM,21126,15,17957.1,19,Won,
DEAL01080,REP028,2024-11-16,SMB,LATAM,15760,5,14972.0,27,Won,
DEAL01081,REP028,2025-03-11,SMB,LATAM,7938,10,7144.2,29,Won,
DEAL01082,REP028,2025-03-13,SMB,LATAM,23732,5,22545.4,22,Won,
DEAL01083,REP028,2025-02-18,SMB,LATAM,21863,0,21863.0,37,Won,
DEAL01084,REP028,2025-07-26,SMB,LATAM,14432,0,14432.0,42,Lost,Competitor
DEAL01085,REP028,2025-01-08,SMB,LATAM,23732,10,21358.8,26,Lost,Timing
DEAL01086,REP028,2025-12-11,SMB,LATAM,20840,5,19798.0,28,Won,
DEAL01087,REP028,2025-03-03,SMB,LATAM,10811,0,10811.0,21,Lost,Timing
DEAL01088,REP029,2025-02-03,SMB,APAC,13576,15,11539.6,22,Lost,Timing
DEAL01089,REP029,2025-05-03,SMB,APAC,8892,20,7113.6,17,Won,
DEAL01090,REP029,2025-02-17,SMB,APAC,5295,10,4765.5,22,Lost,Price
DEAL01091,REP029,2024-06-26,SMB,APAC,13195,15,11215.75,42,Lost,Timing
DEAL01092,REP029,2025-04-27,SMB,APAC,21673,0,21673.0,12,Won,
DEAL01093,REP029,2025-07-15,SMB,APAC,6169,20,4935.2,34,Lost,Competitor
DEAL01094,REP029,2024-08-10,SMB,APAC,8312,10,7480.8,35,Won,
DEAL01095,REP029,2025-01-09,SMB,APAC,14537,20,11629.6,30,Lost,Missing Feature
DEAL01096,REP029,2025-06-20,SMB,APAC,19785,0,19785.0,34,Won,
DEAL01097,REP029,2025-01-27,SMB,APAC,19461,0,19461.0,16,Won,
DEAL01098,REP029,2025-03-31,SMB,APAC,16817,5,15976.15,23,Lost,No Decision
DEAL01099,REP029,2024-10-13,SMB,APAC,21783,10,19604.7,29,Won,
DEAL01100,REP029,2025-02-17,SMB,APAC,14119,10,12707.1,14,Won,
DEAL01101,REP029,2025-10-22,SMB,APAC,23779,0,23779.0,22,Lost,Price
DEAL01102,REP029,2024-09-10,SMB,APAC,17643,10,15878.7,29,Lost,No Decision
DEAL01103,REP029,2025-03-24,SMB,APAC,12216,10,10994.4,28,Lost,Budget Cut
DEAL01104,REP029,2024-03-19,SMB,APAC,20586,0,20586.0,41,Won,
DEAL01105,REP029,2024-03-11,SMB,APAC,21082,5,20027.9,26,Won,
DEAL01106,REP029,2024-06-13,SMB,APAC,13046,0,13046.0,46,Lost,Budget Cut
DEAL01107,REP029,2025-07-06,SMB,APAC,17794,5,16904.3,30,Lost,Price
DEAL01108,REP029,2025-12-09,SMB,APAC,19762,5,18773.9,39,Won,
DEAL01109,REP029,2024-09-03,SMB,APAC,12802,20,10241.6,26,Won,
DEAL01110,REP029,2025-11-29,SMB,APAC,14343,10,12908.7,30,Won,
DEAL01111,REP029,2025-10-02,SMB,APAC,21588,20,17270.4,23,Lost,No Decision
DEAL01112,REP029,2024-08-01,SMB,APAC,13103,0,13103.0,24,Won,
DEAL01113,REP029,2025-10-29,SMB,APAC,13709,5,13023.55,23,Lost,Timing
DEAL01114,REP029,2025-04-02,SMB,APAC,23696,5,22511.2,34,Won,
DEAL01115,REP029,2025-01-03,SMB,APAC,6244,0,6244.0,32,Lost,Timing
DEAL01116,REP029,2024-04-21,SMB,APAC,17170,5,16311.5,33,Won,
DEAL01117,REP029,2025-03-03,SMB,APAC,19312,10,17380.8,46,Won,
DEAL01118,REP029,2024-08-19,SMB,APAC,10721,10,9648.9,31,Lost,No Decision
DEAL01119,REP029,2024-07-08,SMB,APAC,21448,5,20375.6,44,Lost,Price
DEAL01120,REP029,2024-07-31,SMB,APAC,22332,0,22332.0,31,Lost,Price
DEAL01121,REP029,2025-09-16,SMB,APAC,19753,10,17777.7,34,Lost,Poor Fit
DEAL01122,REP029,2024-10-10,SMB,APAC,14835,10,13351.5,29,Lost,Price
DEAL01123,REP029,2024-11-17,SMB,APAC,18336,15,15585.6,35,Lost,Poor Fit
DEAL01124,REP029,2024-03-22,SMB,APAC,7040,25,5280.0,21,Lost,Price
DEAL01125,REP029,2024-07-15,SMB,APAC,16776,0,16776.0,28,Lost,Price
DEAL01126,REP029,2024-10-13,SMB,APAC,6258,15,5319.3,33,Lost,Budget Cut
DEAL01127,REP029,2025-09-29,SMB,APAC,17704,5,16818.8,45,Won,
DEAL01128,REP029,2025-06-07,SMB,APAC,9711,0,9711.0,19,Won,
DEAL01129,REP029,2024-03-31,SMB,APAC,10938,10,9844.2,27,Lost,Price
DEAL01130,REP029,2024-08-20,SMB,APAC,18457,10,16611.3,36,Lost,Competitor
DEAL01131,REP029,2025-08-12,SMB,APAC,24818,25,18613.5,22,Won,
DEAL01132,REP029,2024-03-23,SMB,APAC,18446,10,16601.4,21,Lost,Price
DEAL01133,REP029,2025-08-26,SMB,APAC,18570,5,17641.5,27,Won,
DEAL01134,REP029,2025-08-24,SMB,APAC,20939,0,20939.0,28,Won,
DEAL01135,REP029,2025-09-21,SMB,APAC,16071,0,16071.0,18,Lost,Competitor
DEAL01136,REP029,2024-03-27,SMB,APAC,12806,30,8964.2,33,Lost,No Decision
DEAL01137,REP030,2025-11-08,Mid-Market,EMEA,53288,10,47959.2,63,Won,
DEAL01138,REP030,2024-06-10,Mid-Market,EMEA,46017,5,43716.15,43,Lost,Competitor
DEAL01139,REP030,2025-07-26,Mid-Market,EMEA,96333,10,86699.7,57,Won,
DEAL01140,REP030,2025-03-28,Mid-Market,EMEA,60561,0,60561.0,37,Lost,Missing Feature
DEAL01141,REP030,2024-12-23,Mid-Market,EMEA,46248,0,46248.0,58,Won,
DEAL01142,REP030,2024-01-29,Mid-Market,EMEA,75840,15,64464.0,61,Won,
DEAL01143,REP030,2025-05-30,Mid-Market,EMEA,53610,10,48249.0,88,Won,
DEAL01144,REP030,2024-05-12,Mid-Market,EMEA,94909,5,90163.55,41,Won,
DEAL01145,REP030,2025-07-15,Mid-Market,EMEA,53688,5,51003.6,57,Lost,Price
DEAL01146,REP030,2024-07-05,Mid-Market,EMEA,48212,0,48212.0,77,Won,
DEAL01147,REP030,2025-03-24,Mid-Market,EMEA,75998,5,72198.1,36,Won,
DEAL01148,REP030,2025-12-21,Mid-Market,EMEA,38105,10,34294.5,63,Won,
DEAL01149,REP030,2024-07-29,Mid-Market,EMEA,71434,0,71434.0,96,Won,
DEAL01150,REP030,2024-08-09,Mid-Market,EMEA,70778,10,63700.2,43,Lost,Competitor
DEAL01151,REP030,2025-08-02,Mid-Market,EMEA,81908,5,77812.6,64,Won,
DEAL01152,REP030,2025-05-06,Mid-Market,EMEA,34127,5,32420.65,84,Won,
DEAL01153,REP030,2024-11-15,Mid-Market,EMEA,83764,15,71199.4,28,Lost,Competitor
DEAL01154,REP030,2025-10-04,Mid-Market,EMEA,51571,0,51571.0,37,Lost,Price
DEAL01155,REP030,2024-09-26,Mid-Market,EMEA,61498,0,61498.0,11,Won,
DEAL01156,REP030,2024-01-17,Mid-Market,EMEA,37453,10,33707.7,51,Won,
DEAL01157,REP030,2024-07-07,Mid-Market,EMEA,74993,0,74993.0,55,Won,
DEAL01158,REP030,2025-03-06,Mid-Market,EMEA,85964,10,77367.6,55,Won,
DEAL01159,REP030,2025-12-30,Mid-Market,EMEA,86926,15,73887.1,59,Won,
DEAL01160,REP030,2024-07-24,Mid-Market,EMEA,86717,5,82381.15,32,Won,
DEAL01161,REP030,2024-12-01,Mid-Market,EMEA,81172,20,64937.6,47,Won,
DEAL01162,REP030,2025-01-24,Mid-Market,EMEA,29803,5,28312.85,51,Won,
DEAL01163,REP030,2025-05-24,Mid-Market,EMEA,35826,0,35826.0,74,Won,
DEAL01164,REP030,2024-02-27,Mid-Market,EMEA,74047,15,62939.95,58,Won,
DEAL01165,REP030,2024-03-13,Mid-Market,EMEA,26982,5,25632.9,53,Lost,Poor Fit
DEAL01166,REP030,2024-02-12,Mid-Market,EMEA,41192,5,39132.4,63,Won,
DEAL01167,REP030,2024-02-25,Mid-Market,EMEA,90604,25,67953.0,78,Lost,Price
DEAL01168,REP030,2025-10-17,Mid-Market,EMEA,89014,10,80112.6,69,Won,
DEAL01169,REP030,2024-07-03,Mid-Market,EMEA,83630,5,79448.5,59,Lost,Poor Fit
DEAL01170,REP030,2024-01-07,Mid-Market,EMEA,74766,20,59812.8,62,Lost,Price
DEAL01171,REP030,2025-08-30,Mid-Market,EMEA,47064,15,40004.4,59,Won,
DEAL01172,REP030,2024-07-22,Mid-Market,EMEA,75530,15,64200.5,47,Won,
DEAL01173,REP030,2024-10-27,Mid-Market,EMEA,46676,25,35007.0,64,Won,
DEAL01174,REP030,2024-04-23,Mid-Market,EMEA,97843,20,78274.4,39,Won,
DEAL01175,REP030,2025-01-31,Mid-Market,EMEA,78884,5,74939.8,71,Won,
DEAL01176,REP030,2024-08-25,Mid-Market,EMEA,39693,10,35723.7,53,Won,
DEAL01177,REP030,2025-05-23,Mid-Market,EMEA,30962,30,21673.4,80,Won,
DEAL01178,REP030,2024-03-23,Mid-Market,EMEA,49248,0,49248.0,54,Won,
DEAL01179,REP030,2024-08-17,Mid-Market,EMEA,93008,5,88357.6,93,Won,
DEAL01180,REP030,2025-10-10,Mid-Market,EMEA,99990,0,99990.0,86,Lost,Missing Feature
DEAL01181,REP030,2025-05-07,Mid-Market,EMEA,73167,0,73167.0,54,Won,
DEAL01182,REP030,2025-08-11,Mid-Market,EMEA,69227,30,48458.9,68,Lost,Competitor
DEAL01183,REP030,2024-02-27,Mid-Market,EMEA,52262,20,41809.6,67,Won,
DEAL01184,REP030,2024-09-08,Mid-Market,EMEA,42221,15,35887.85,67,Won,
DEAL01185,REP030,2025-12-11,Mid-Market,EMEA,91968,10,82771.2,61,Won,
DEAL01186,REP030,2024-12-08,Mid-Market,EMEA,59930,15,50940.5,76,Won,
DEAL01187,REP030,2024-06-27,Mid-Market,EMEA,73716,15,62658.6,58,Won,
DEAL01188,REP030,2024-01-01,Mid-Market,EMEA,96435,0,96435.0,54,Won,
DEAL01189,REP030,2025-07-29,Mid-Market,EMEA,87714,5,83328.3,88,Lost,Price
DEAL01190,REP030,2025-08-05,Mid-Market,EMEA,67124,0,67124.0,68,Lost,Timing
DEAL01191,REP030,2024-03-05,Mid-Market,EMEA,79681,0,79681.0,94,Won,
DEAL01192,REP030,2025-07-22,Mid-Market,EMEA,69917,0,69917.0,60,Won,
DEAL01193,REP030,2024-03-20,Mid-Market,EMEA,77492,0,77492.0,50,Won,
DEAL01194,REP030,2025-04-29,Mid-Market,EMEA,56368,5,53549.6,49,Won,
DEAL01195,REP030,2025-05-02,Mid-Market,EMEA,53639,10,48275.1,67,Won,
DEAL01196,REP030,2025-09-28,Mid-Market,EMEA,97972,5,93073.4,63,Lost,Budget Cut
DEAL01197,REP030,2024-08-09,Mid-Market,EMEA,57326,0,57326.0,33,Lost,Competitor
DEAL01198,REP030,2025-01-17,Mid-Market,EMEA,96531,5,91704.45,43,Won,
DEAL01199,REP030,2025-11-25,Mid-Market,EMEA,27565,20,22052.0,59,Won,
DEAL01200,REP030,2025-04-11,Mid-Market,EMEA,53975,10,48577.5,49,Lost,Poor Fit
DEAL01201,REP030,2024-06-12,Mid-Market,EMEA,29897,5,28402.15,43,Won,
DEAL01202,REP030,2024-12-04,Mid-Market,EMEA,54482,5,51757.9,53,Won,
DEAL01203,REP030,2024-11-01,Mid-Market,EMEA,75500,0,75500.0,76,Won,
DEAL01204,REP030,2024-04-24,Mid-Market,EMEA,29600,25,22200.0,67,Lost,Timing
DEAL01205,REP030,2025-11-02,Mid-Market,EMEA,32670,20,26136.0,62,Lost,Timing
DEAL01206,REP030,2024-03-06,Mid-Market,EMEA,40852,5,38809.4,88,Lost,No Decision
DEAL01207,REP030,2025-11-10,Mid-Market,EMEA,96728,15,82218.8,64,Won,
DEAL01208,REP030,2024-01-03,Mid-Market,EMEA,34136,0,34136.0,54,Won,
